10
10
1
x	y	z	Mx	My	Mz	r
6.1	4.23	0.5	0.46246	-0.88664	0	0	0	0.5	CIRCLE
4.03	4.64	0.5	0.323196	-0.946332	0	0	0	0.5	CIRCLE
7.68	5.75	0.5	-0.21276	-0.977105	0	0	0	0.5	CIRCLE
3.8	2.42	0.5	0.17646	0.984308	0	0	0	0.5	CIRCLE
1.36	9.09	0.5	-0.455432	-0.89027	0	0	0	0.5	CIRCLE
6.95	2.39	0.5	-0.707749	-0.706464	0	0	0	0.5	CIRCLE
8.35	4.75	0.5	0.712279	0.701896	0	0	0	0.5	CIRCLE
8.91	0.91	0.5	-0.991343	-0.131296	0	0	0	0.5	CIRCLE
5.26	5.08	0.5	0.873613	0.486621	0	0	0	0.5	CIRCLE
0.93	6.96	0.5	-0.58262	0.812745	0	0	0	0.5	CIRCLE
4.35	5.67	0.5	-0.611668	-0.791115	0	0	0	0.5	CIRCLE
5.75	9.49	0.5	0.0339271	-0.999424	0	0	0	0.5	CIRCLE
7.24	1.35	0.5	-0.98237	0.186948	0	0	0	0.5	CIRCLE
7.44	8.32	0.5	-0.868106	-0.496379	0	0	0	0.5	CIRCLE
8.34	7.17	0.5	0.126123	0.992015	0	0	0	0.5	CIRCLE
4.49	7.93	0.5	-0.99938	-0.0352004	0	0	0	0.5	CIRCLE
1.18	3.55	0.5	-0.504464	0.863433	0	0	0	0.5	CIRCLE
4.04	6.7	0.5	0.183442	-0.983031	0	0	0	0.5	CIRCLE
9.33	6.94	0.5	-0.850135	-0.526565	0	0	0	0.5	CIRCLE
0.84	1.01	0.5	0.983538	0.1807	0	0	0	0.5	CIRCLE
8.76	9.14	0.5	0.984819	-0.173583	0	0	0	0.5	CIRCLE
9.1	3.77	0.5	-0.790911	-0.611931	0	0	0	0.5	CIRCLE
5.78	2.41	0.5	0.972058	0.234739	0	0	0	0.5	CIRCLE
6.25	6.47	0.5	0.0514701	0.998675	0	0	0	0.5	CIRCLE
1.93	5.89	0.5	0.953796	-0.300456	0	0	0	0.5	CIRCLE
2.97	9.26	0.5	0.40134	-0.915929	0	0	0	0.5	CIRCLE
4.75	1.69	0.5	0.973416	0.229045	0	0	0	0.5	CIRCLE
3.52	1.32	0.5	-0.504229	-0.86357	0	0	0	0.5	CIRCLE
2.45	0.55	0.5	-0.265684	-0.96406	0	0	0	0.5	CIRCLE
2.43	2.08	0.5	0.836957	-0.547268	0	0	0	0.5	CIRCLE
5.9	7.75	0.5	-0.199884	-0.97982	0	0	0	0.5	CIRCLE
4.38	3.6	0.5	-0.0531297	-0.998588	0	0	0	0.5	CIRCLE
2.9	7.39	0.5	-0.868409	0.495849	0	0	0	0.5	CIRCLE
3.07	5.01	0.5	-0.713337	0.700821	0	0	0	0.5	CIRCLE
5.87	0.88	0.5	-0.0588672	-0.998266	0	0	0	0.5	CIRCLE
6.7	5.03	0.5	0.825188	-0.564858	0	0	0	0.5	CIRCLE
4.24	9.03	0.5	-0.88081	0.473471	0	0	0	0.5	CIRCLE
1.01	5.21	0.5	-0.131916	0.991261	0	0	0	0.5	CIRCLE
7.42	3.48	0.5	0.937697	-0.347454	0	0	0	0.5	CIRCLE
2.69	3.53	0.5	-0.661423	0.750013	0	0	0	0.5	CIRCLE
